,AT,V,AP,RH,PE
607,23.51,57.32,1012.55,53.6,444.58
608,5.99,35.79,1011.56,91.69,484.82
609,23.65,66.05,1019.6,78.21,442.9
610,5.17,39.33,1009.68,94.19,485.46
611,26.38,49.5,1012.82,37.19,457.81
612,6.02,43.65,1013.85,83.53,481.92
613,23.2,61.02,1009.63,79.45,443.23
614,8.57,39.69,1000.91,99.9,474.29
615,30.72,71.58,1009.98,50.39,430.46
616,21.52,50.66,1013.56,74.33,455.71
617,22.93,62.26,1011.25,83.66,438.34
618,5.71,41.31,1003.24,89.48,485.83
619,18.62,44.06,1017.76,64.59,452.82
620,27.88,68.94,1007.68,75.68,435.04
621,22.32,59.8,1016.82,64.18,451.21
622,14.55,42.74,1028.41,70.09,465.81
623,17.83,44.92,1025.04,70.58,458.42
624,9.68,39.96,1026.09,99.28,470.22
625,19.41,49.39,1020.84,81.89,449.24
626,13.22,44.92,1023.84,87.99,471.43
627,12.24,44.92,1023.74,88.21,473.26
628,19.21,58.49,1011.7,91.29,452.82
629,29.74,70.32,1008.1,52.72,432.69
630,23.28,60.84,1017.91,67.5,444.13
631,8.02,41.92,1029.8,92.05,467.21
632,22.47,48.6,1002.33,63.23,445.98
633,27.51,73.77,1002.42,90.88,436.91
634,17.51,44.9,1009.05,74.91,455.01
635,23.22,66.56,1002.47,85.39,437.11
636,11.73,40.64,1020.68,96.98,477.06
637,21.19,67.71,1006.65,56.28,441.71
638,5.48,40.07,1019.63,65.62,495.76
639,24.26,66.44,1011.33,55.32,445.63
640,12.32,41.62,1012.88,88.88,464.72
641,31.26,68.94,1005.94,39.49,438.03
642,32.09,72.86,1003.47,54.59,434.78
643,24.98,60.32,1015.63,57.19,444.67
644,27.48,61.41,1012.2,45.06,452.24
645,21.04,45.09,1014.19,40.62,450.92
646,27.75,70.4,1006.65,90.21,436.53
647,22.79,71.77,1005.75,90.91,435.53
648,24.22,68.51,1013.23,74.96,440.01
649,27.06,64.45,1008.72,54.21,443.1
650,29.25,71.94,1007.18,63.62,427.49
651,26.86,68.08,1012.99,50.04,436.25
652,29.64,67.79,1009.99,51.23,440.74
653,19.92,63.31,1015.02,82.71,443.54
654,18.5,51.43,1010.82,92.04,459.42
655,23.71,60.23,1009.76,90.67,439.66
656,14.39,44.84,1023.55,91.14,464.15
657,19.3,56.65,1020.55,70.43,459.1
658,24.65,52.36,1014.76,66.63,455.68
659,13.5,45.51,1015.33,86.95,469.08
660,9.82,41.26,1007.71,96.69,478.02
661,18.4,44.06,1017.36,70.88,456.8
662,28.12,44.89,1009.18,47.14,441.13
663,17.15,43.69,1017.05,63.36,463.88
664,30.69,73.67,1006.14,60.58,430.45
665,28.82,65.71,1014.24,54.3,449.18
666,21.3,48.92,1010.92,65.09,447.89
667,30.58,70.04,1010.4,48.16,431.59
668,21.17,52.3,1009.36,81.51,447.5
669,9.87,41.82,1033.04,68.57,475.58
670,22.18,59.8,1016.77,73.16,453.24
671,24.39,63.21,1012.59,80.88,446.4
672,10.73,44.92,1025.1,85.4,476.81
673,9.38,40.46,1019.29,75.77,474.1
674,20.27,57.76,1016.66,75.76,450.71
675,24.82,66.48,1006.4,70.21,433.62
676,16.55,41.66,1011.45,55.53,465.14
677,20.73,59.87,1019.08,80.48,445.18
678,9.51,39.22,1015.3,72.41,474.12
679,8.63,43.79,1016.08,83.25,483.91
680,6.48,40.27,1010.55,82.12,486.68
681,14.95,43.52,1022.43,94.75,464.98
682,5.76,45.87,1010.83,95.79,481.4
683,10.94,39.04,1021.81,86.02,479.2
684,15.87,41.16,1005.85,78.29,463.86
685,12.42,38.25,1012.76,82.23,472.3
686,29.12,58.84,1001.31,52.86,446.51
687,29.12,51.43,1005.93,60.66,437.71
688,19.08,41.1,1001.96,62.77,458.94
689,31.06,67.17,1007.62,65.54,437.91
690,5.72,39.33,1009.96,95.4,490.76
691,26.52,65.06,1013.4,51.78,439.66
692,13.84,44.9,1007.58,63.62,463.27
693,13.03,39.52,1016.68,83.09,473.99
694,25.94,66.49,1012.83,61.81,433.38
695,16.64,53.82,1015.13,68.24,459.01
696,14.13,40.75,1016.05,72.41,471.44
697,13.65,39.28,1012.97,79.64,471.91
698,14.5,44.47,1028.2,66.95,465.15
699,19.8,51.19,1008.25,91.98,446.66
700,25.2,63.76,1009.78,64.96,438.15
701,20.66,51.19,1008.81,88.93,447.14
702,12.07,43.71,1025.53,85.62,472.32
703,25.64,70.72,1010.16,84.0,441.68
704,23.33,72.99,1009.33,89.41,440.04
705,29.41,64.05,1009.82,67.4,444.82
706,16.6,53.16,1014.5,76.75,457.26
707,27.53,72.58,1009.13,89.06,428.83
708,20.62,43.43,1009.93,64.02,449.07
709,26.02,71.94,1009.38,64.12,435.21
710,12.75,44.2,1017.59,81.22,471.03
711,12.87,48.04,1012.47,100.13,465.56
712,25.77,62.96,1019.86,58.07,442.83
713,14.84,41.48,1017.26,63.42,460.3
714,7.41,40.71,1023.07,83.32,474.25
715,8.87,41.82,1033.3,74.28,477.97
716,9.69,40.46,1019.1,71.91,472.16
717,16.17,46.97,1014.22,85.8,456.08
718,26.24,49.82,1014.9,55.58,452.41
719,13.78,43.22,1011.31,69.7,463.71
720,26.3,67.07,1006.26,63.79,433.72
721,17.37,57.76,1016.0,86.59,456.4
722,23.6,48.98,1015.41,48.28,448.43
723,8.3,36.08,1020.63,80.42,481.6
724,18.86,42.18,1001.16,98.58,457.07
725,22.12,49.39,1019.8,72.83,451.0
726,28.41,75.6,1018.48,56.07,440.28
727,29.42,71.32,1002.26,67.13,437.47
728,18.61,67.71,1004.07,84.49,443.57
729,27.57,69.84,1004.91,68.37,426.6
730,12.83,41.5,1013.12,86.07,470.87
731,9.64,39.85,1012.9,83.82,478.37
732,19.13,58.66,1013.32,74.86,453.92
733,15.92,40.56,1020.79,53.52,470.22
734,24.64,72.24,1011.37,80.61,434.54
735,27.62,63.9,1013.11,43.56,442.89
736,8.9,36.24,1013.29,89.35,479.03
737,9.55,43.99,1020.5,97.28,476.06
738,10.57,36.71,1022.62,80.49,473.88
739,19.8,57.25,1010.84,88.9,451.75
740,25.63,56.85,1012.68,49.7,439.2
741,24.7,58.46,1015.58,68.64,439.7
742,15.26,46.18,1013.68,98.58,463.6
743,20.06,52.84,1004.21,82.12,447.47
744,19.84,56.89,1013.23,78.32,447.92
745,11.49,44.63,1020.44,86.04,471.08
746,23.74,72.43,1007.99,91.36,437.55
747,22.62,51.3,1012.36,81.02,448.27
748,29.53,72.39,998.47,76.05,431.69
749,21.32,48.14,1016.57,71.81,449.09
750,20.3,58.46,1015.93,82.13,448.79
751,16.97,44.92,1025.21,74.27,460.21
752,12.07,41.17,1013.54,71.32,479.28
753,7.46,41.82,1032.67,74.59,483.11
754,19.2,54.2,1011.46,84.44,450.75
755,28.64,66.54,1010.43,43.39,437.97
756,13.56,41.48,1008.53,87.2,459.76
757,17.4,44.9,1020.5,77.11,457.75
758,14.08,40.1,1015.48,82.81,469.33
759,27.11,69.75,1009.74,85.67,433.28
760,20.92,70.02,1010.23,95.58,444.64
761,16.18,44.9,1021.3,74.46,463.1
762,15.57,44.68,1022.01,90.02,460.91
763,10.37,39.04,1023.95,81.93,479.35
764,19.6,59.21,1017.65,86.29,449.23
765,9.22,40.92,1021.83,85.43,474.51
766,27.76,72.99,1007.81,71.66,435.02
767,28.68,70.72,1009.43,71.33,435.45
768,20.95,48.14,1013.3,67.72,452.38
769,9.06,39.3,1019.73,84.23,480.41
770,9.21,39.72,1019.54,74.44,478.96
771,13.65,42.74,1026.58,71.48,468.87
772,31.79,76.2,1007.89,56.3,434.01
773,14.32,44.6,1013.85,68.13,466.36
774,26.28,75.23,1011.44,68.35,435.28
775,7.69,43.02,1014.51,85.23,486.46
776,14.44,40.1,1015.51,79.78,468.19
777,9.19,41.01,1022.14,98.98,468.37
778,13.35,41.39,1019.17,72.87,474.19
779,23.04,74.22,1009.52,90.93,440.32
780,4.83,38.44,1015.35,72.94,485.32
781,17.29,42.86,1014.38,72.3,464.27
782,8.73,36.18,1013.66,77.74,479.25
783,26.21,70.32,1007.0,78.29,430.4
784,23.72,58.62,1016.65,69.1,447.49
785,29.27,64.69,1006.85,55.79,438.23
786,10.4,40.43,1025.46,75.09,492.09
787,12.19,40.75,1015.13,88.98,475.36
788,20.4,54.9,1016.68,64.26,452.56
789,34.3,74.67,1015.98,25.89,427.84
790,27.56,68.08,1010.8,59.18,433.95
791,30.9,70.8,1008.48,67.48,435.27
792,14.85,58.59,1014.04,89.85,454.62
793,16.42,40.56,1020.36,50.62,472.17
794,16.45,63.31,1015.96,83.97,452.42
795,10.14,42.02,1003.19,96.51,472.17
796,9.53,41.44,1018.01,80.09,481.83
797,17.01,49.15,1021.83,84.02,458.78
798,23.94,62.08,1022.47,61.97,447.5
799,15.95,49.25,1019.04,88.51,463.4
800,11.15,41.26,1022.67,81.83,473.57
801,25.56,70.32,1009.07,90.63,433.72
802,27.16,66.44,1011.2,73.37,431.85
803,26.71,77.95,1012.13,77.5,433.47
804,29.56,74.22,1007.45,57.46,432.84
805,31.19,70.94,1007.29,51.91,436.6
806,6.86,41.17,1020.12,79.14,490.23
807,12.36,41.74,1020.58,69.24,477.16
808,32.82,68.31,1010.44,41.85,441.06
809,25.3,70.98,1007.22,95.1,440.86
810,8.71,41.82,1033.08,74.53,477.94
811,13.34,40.8,1026.56,64.85,474.47
812,14.2,43.02,1012.18,57.07,470.67
813,23.74,65.34,1013.7,62.9,447.31
814,16.9,44.88,1018.14,72.21,466.8
815,28.54,71.94,1007.4,65.99,430.91
816,30.15,69.88,1007.2,73.67,434.75
817,14.33,42.86,1010.82,88.59,469.52
818,25.57,59.43,1008.88,61.19,438.9
819,30.55,70.04,1010.51,49.37,429.56
820,28.04,74.33,1013.53,48.65,432.92
821,26.39,49.16,1005.68,56.18,442.87
822,15.3,41.76,1022.57,71.56,466.59
823,6.03,41.14,1028.04,87.46,479.61
824,13.49,44.63,1019.12,70.02,471.08
825,27.67,59.14,1016.51,61.2,433.37
826,24.19,65.48,1018.8,60.54,443.92
827,24.44,59.14,1016.74,71.82,443.5
828,29.86,64.79,1017.37,44.8,439.89
829,30.2,69.59,1008.9,67.32,434.66
830,7.99,41.38,1021.95,78.77,487.57
831,9.93,41.62,1013.76,96.02,464.64
832,11.03,42.32,1017.26,90.56,470.92
833,22.34,63.73,1014.37,83.19,444.39
834,25.33,48.6,1002.54,68.45,442.48
835,18.87,52.08,1005.25,99.19,449.61
836,25.97,69.34,1009.43,88.11,435.02
837,16.58,43.99,1021.81,79.29,458.67
838,14.35,46.18,1016.63,87.76,461.74
839,25.06,62.39,1008.09,82.56,438.31
840,13.85,48.92,1011.68,79.24,462.38
841,16.09,44.2,1019.39,67.24,460.56
842,26.34,59.21,1013.37,58.98,439.22
843,23.01,58.79,1009.71,84.22,444.64
844,26.39,71.25,999.8,89.12,430.34
845,31.32,71.29,1008.37,50.07,430.46
846,16.64,45.87,1009.02,98.86,456.79
847,13.42,41.23,994.17,95.79,468.82
848,20.06,44.9,1008.79,70.06,448.51
849,14.8,44.71,1014.67,41.71,470.77
850,12.59,41.14,1025.79,86.55,465.74
851,26.7,66.56,1005.31,71.97,430.21
852,19.78,50.32,1008.62,96.4,449.23
853,15.17,49.15,1021.91,91.73,461.89
854,21.71,61.45,1010.97,91.62,445.72
855,19.09,39.39,1013.36,59.14,466.13
856,19.76,51.19,1008.38,92.56,448.71
857,14.68,41.23,998.43,83.71,469.25
858,21.3,66.86,1013.04,55.43,450.56
859,16.73,39.64,1008.94,74.91,464.46
860,12.26,41.5,1014.87,89.41,471.13
861,14.77,48.06,1010.92,69.81,461.52
862,18.26,59.15,1012.04,86.01,451.09
863,27.1,79.74,1005.43,86.05,431.51
864,14.72,40.83,1009.65,80.98,469.8
865,26.3,51.43,1012.05,63.62,442.28
866,16.48,48.92,1011.84,64.16,458.67
867,17.99,43.79,1016.13,75.63,462.4
868,20.34,59.8,1015.18,80.21,453.54
869,25.53,62.96,1019.81,59.7,444.38
870,31.59,58.9,1003.39,47.6,440.52
871,30.8,69.14,1007.68,63.78,433.62
872,10.75,45.0,1023.68,89.37,481.96
873,19.3,44.9,1008.89,70.55,452.75
874,4.71,39.42,1026.4,84.42,481.28
875,23.1,66.05,1020.28,80.62,439.03
876,32.63,73.88,1005.64,52.56,435.75
877,26.63,74.16,1009.72,83.26,436.03
878,24.35,58.49,1011.03,70.64,445.6
879,15.11,56.03,1020.27,89.95,462.65
880,29.1,50.05,1005.87,51.53,438.66
881,21.24,50.32,1008.54,84.83,447.32
882,6.16,39.48,1004.85,59.68,484.55
883,7.36,41.01,1024.9,97.88,476.8
884,10.44,39.04,1023.99,85.03,480.34
885,26.76,48.41,1010.53,47.38,440.63
886,16.79,44.6,1014.27,48.08,459.48
887,10.76,40.43,1025.98,79.65,490.78
888,6.07,38.91,1019.25,83.39,483.56
889,27.33,73.18,1012.26,82.18,429.38
890,27.15,59.21,1013.49,51.71,440.27
891,22.35,51.43,1011.34,77.33,445.34
892,21.82,65.27,1013.86,72.81,447.43
893,21.11,69.94,1004.37,84.26,439.91
894,19.95,50.59,1016.11,73.23,459.27
895,7.45,39.61,1017.88,79.73,478.89
896,15.36,41.66,1012.41,62.32,466.7
897,15.65,43.5,1021.39,78.58,463.5
898,25.31,74.33,1015.04,79.88,436.21
899,25.88,63.47,1011.95,65.87,443.94
900,24.6,63.94,1012.87,80.28,439.63
901,22.58,41.54,1013.21,71.33,460.95
902,19.69,59.14,1015.99,70.33,448.69
903,25.85,75.08,1006.24,57.73,444.63
904,10.06,37.83,1005.49,99.46,473.51
905,18.59,39.54,1008.56,68.61,462.56
906,18.27,50.16,1011.07,95.91,451.76
907,8.85,40.43,1025.68,80.42,491.81
908,30.04,68.08,1011.04,51.01,429.52
909,26.06,49.02,1007.59,74.08,437.9
910,14.8,38.73,1003.18,80.73,467.54
911,23.93,64.45,1015.35,54.71,449.97
912,23.72,66.48,1003.61,73.75,436.62
913,11.44,40.55,1023.37,88.43,477.68
914,20.28,63.86,1016.04,74.66,447.26
915,27.9,63.13,1011.8,70.04,439.76
916,24.74,59.39,1015.23,74.64,437.49
917,14.8,58.2,1018.29,85.11,455.14
918,8.22,41.03,1021.76,82.97,485.5
919,27.56,66.93,1016.81,55.59,444.1
920,32.07,70.94,1006.91,49.9,432.33
921,9.53,44.03,1008.87,89.99,471.23
922,13.61,42.34,1017.93,91.61,463.89
923,22.2,51.19,1009.2,82.95,445.54
924,21.36,59.54,1007.99,92.62,446.09
925,23.25,63.86,1017.82,59.64,445.12
926,23.5,59.21,1018.29,63.0,443.31
927,8.46,39.66,1015.14,85.38,484.16
928,8.19,40.69,1019.86,85.23,477.76
929,30.67,71.29,1008.36,52.08,430.28
930,32.48,62.04,1010.39,38.05,446.48
931,8.99,36.66,1028.11,71.98,481.03
932,13.77,47.83,1007.41,90.66,466.07
933,19.05,67.32,1013.2,83.14,447.47
934,21.19,55.5,1019.83,65.22,455.93
935,10.12,40.0,1021.15,91.67,479.62
936,24.93,47.01,1014.28,66.04,455.06
937,8.47,40.46,1019.87,78.19,475.06
938,24.52,56.85,1012.59,54.47,438.89
939,28.55,69.84,1003.38,67.26,432.7
940,20.58,50.9,1011.89,72.56,452.6
941,18.31,46.21,1010.46,82.15,451.75
942,27.18,71.06,1008.16,86.32,430.66
943,4.43,38.91,1019.04,88.17,491.9
944,26.02,74.78,1010.04,72.78,439.82
945,15.75,39.0,1015.91,69.58,460.73
946,22.99,60.95,1015.14,69.86,449.7
947,25.52,59.15,1013.88,65.37,439.42
948,27.04,65.06,1013.33,52.37,439.84
949,6.42,35.57,1025.58,79.63,485.86
950,17.04,40.12,1011.81,83.14,458.1
951,10.79,39.82,1012.89,88.25,479.92
952,20.41,56.03,1019.94,55.85,458.29
953,7.36,40.07,1017.29,52.55,489.45
954,28.08,73.42,1012.17,62.74,434.0
955,24.74,69.13,1010.69,90.08,431.24
956,28.32,47.93,1003.26,54.5,439.5
957,16.71,40.56,1019.48,49.88,467.46
958,30.7,71.58,1010.0,48.96,429.27
959,18.42,58.95,1016.95,86.77,452.1
960,10.62,42.02,999.83,96.66,472.41
961,22.18,69.05,1002.75,70.84,442.14
962,22.38,49.3,1003.56,83.83,441.0
963,13.94,41.58,1020.76,68.22,463.07
964,21.24,60.84,1017.99,82.22,445.71
965,6.76,39.81,1017.11,87.9,483.16
966,26.73,68.84,1010.75,66.83,440.45
967,7.24,38.06,1020.6,85.36,481.83
968,10.84,40.62,1015.53,60.9,467.6
969,19.32,52.84,1004.29,83.51,450.88
970,29.0,69.13,1001.22,52.96,425.5
971,23.38,54.42,1013.95,73.02,451.87
972,31.17,69.51,1010.51,43.11,428.94
973,26.17,48.6,1002.59,61.41,439.86
974,30.9,73.42,1011.21,65.32,433.44
975,24.92,73.68,1015.12,93.68,438.23
976,32.77,71.32,1007.68,42.39,436.95
977,14.37,40.56,1021.67,68.18,470.19
978,8.36,40.22,1011.6,89.18,484.66
979,31.45,68.27,1007.56,64.79,430.81
980,31.6,73.17,1010.05,43.48,433.37
981,17.9,48.98,1014.17,80.4,453.02
982,20.35,50.9,1012.6,72.43,453.5
983,16.21,41.23,995.88,80.0,463.09
984,19.36,44.6,1016.25,45.65,464.56
985,21.04,65.46,1017.22,63.02,452.12
986,14.05,40.69,1015.66,74.39,470.9
987,23.48,64.15,1021.08,57.77,450.89
988,21.91,63.76,1009.85,76.8,445.04
989,24.42,63.07,1011.49,67.39,444.72
990,14.26,40.92,1022.07,73.96,460.38
991,21.38,58.33,1013.05,72.75,446.8
992,15.71,44.06,1018.34,71.69,465.05
993,5.78,40.62,1016.55,84.98,484.13
994,6.77,39.81,1017.01,87.68,488.27
995,23.84,49.21,1013.85,50.36,447.09
996,21.17,58.16,1017.16,68.11,452.02
997,19.94,58.96,1014.16,66.27,455.55
998,8.73,41.92,1029.41,89.72,480.99
999,16.39,41.67,1012.96,61.07,467.68
1000,15.28,40.0,1016.65,65.0,458.76
1001,22.05,59.92,1009.06,93.74,437.9
1002,18.63,48.92,1011.37,71.72,450.29
1003,15.0,41.17,1015.57,64.82,468.72
1004,20.46,59.21,1018.42,85.89,445.22
1005,11.97,45.51,1016.84,81.47,472.82
1006,26.59,59.92,1009.97,70.09,438.22
1007,13.76,45.08,1023.77,80.48,469.74
1008,21.41,59.43,1010.27,74.54,442.85
1009,12.45,37.92,1008.03,61.87,470.59
1010,10.62,39.64,1010.65,62.15,477.07
1011,12.33,37.73,1022.46,59.3,470.11
1012,15.63,44.9,1009.38,82.8,457.44
1013,19.11,50.16,1010.88,100.09,450.38
1014,21.83,41.1,1001.91,41.79,453.38
1015,22.02,64.45,1012.57,47.87,454.9
1016,26.54,71.98,1005.8,91.16,431.78
1017,6.9,39.81,1016.74,88.24,481.88
1018,13.05,34.03,1018.31,64.99,472.69
1019,19.61,45.01,1014.84,64.42,461.97
1020,26.26,63.73,1010.45,70.61,442.18
1021,30.56,71.25,1000.3,70.55,431.92
1022,21.81,63.77,1014.28,83.66,444.52
1023,26.65,58.41,1013.53,65.83,442.66
1024,25.18,57.5,1015.07,60.76,449.01
1025,17.8,46.48,1007.27,81.31,452.66
1026,33.27,66.44,1010.63,43.47,430.11
1027,29.94,65.74,1012.4,46.94,440.54
1028,8.51,34.69,1026.96,75.34,481.83
1029,9.45,36.71,1024.24,83.28,476.02
1030,24.27,60.23,1011.84,77.8,438.99
1031,11.28,42.44,1014.62,99.78,473.36
1032,7.93,41.01,1023.64,97.23,476.37
1033,14.3,42.99,1007.32,73.72,467.9
1034,24.31,63.86,1019.47,58.54,442.69
1035,29.3,70.04,1010.95,61.23,426.25
1036,20.43,63.09,1016.46,91.78,445.58
1037,10.94,39.69,1004.5,86.29,459.69
1038,23.04,57.32,1011.23,64.27,442.01
1039,25.37,44.89,1009.27,63.06,442.38
1040,21.1,49.16,1006.76,86.08,442.78
1041,20.4,57.85,1011.14,92.47,450.07
1042,20.51,48.6,1005.29,80.7,448.0
1043,12.15,38.78,1013.34,95.05,474.15
1044,15.27,41.16,1009.0,84.12,467.01
1045,23.78,60.27,1018.02,78.06,441.56
1046,22.01,60.84,1017.55,83.82,441.9
1047,24.72,77.54,1008.39,81.03,438.52
1048,28.84,73.03,1013.99,76.05,435.75
1049,26.53,54.2,1012.9,66.73,439.96
1050,19.82,41.67,1012.92,51.92,456.87
1051,16.69,40.56,1019.92,51.43,469.9
1052,20.36,56.53,1020.25,72.96,455.34
1053,18.6,68.28,1003.27,84.21,446.98
1054,12.54,40.1,1015.73,84.29,475.02
1055,14.54,46.18,1015.29,94.48,463.03
1056,30.97,67.9,1005.98,55.6,428.26
1057,26.54,71.14,1007.52,72.04,431.31
1058,25.2,59.21,1017.54,55.53,444.16
1059,13.17,38.52,1018.5,83.77,468.82
1060,8.53,40.77,1009.85,90.95,481.03
1061,24.06,58.2,1017.46,48.04,445.91
1062,12.25,41.38,1021.81,59.0,474.77
1063,14.7,40.8,1025.78,50.96,472.85
1064,15.75,39.39,1014.38,76.29,468.6
1065,29.45,74.16,1010.49,64.87,438.11
1066,30.22,68.3,1014.91,34.9,434.3
1067,26.96,72.58,1009.23,89.62,429.03
1068,18.48,58.59,1015.61,85.14,452.52
1069,17.78,50.66,1015.09,91.9,456.11
1070,6.64,39.04,1018.84,74.94,481.53
1071,21.83,63.13,1013.4,85.82,443.41
1072,13.92,39.58,1012.5,80.28,465.67
1073,12.14,40.27,1007.57,73.22,472.84
1074,15.64,38.28,1014.39,76.93,466.51
1075,16.0,44.9,1020.5,80.89,461.5
1076,9.75,43.69,1016.81,82.42,481.34
1077,13.56,43.67,1011.34,94.02,467.09
1078,7.94,40.56,1023.25,80.84,488.01
1079,20.46,54.2,1011.4,84.0,448.1
1080,18.23,62.26,1011.48,91.35,448.64
1081,23.14,63.94,1017.49,53.19,446.57
1082,20.55,46.21,1013.21,73.18,448.66
1083,23.58,49.3,1003.8,74.62,440.44
1084,14.51,42.77,1017.47,81.95,463.37
1085,10.05,40.71,1015.51,84.21,471.68
1086,26.91,61.5,1009.47,55.26,436.84
1087,15.66,41.35,1001.68,86.26,463.57
1088,30.07,69.82,1010.39,57.53,437.38
1089,24.28,68.31,1009.94,77.08,440.07
1090,12.57,39.3,1019.57,72.44,473.67
1091,11.01,42.02,995.24,98.62,473.96
1092,23.3,72.99,1008.54,92.11,437.62
1093,28.76,60.23,1010.03,58.24,437.42
1094,21.4,68.28,1008.2,60.34,450.22
1095,30.33,68.67,1006.0,54.99,435.53
1096,18.89,67.71,1003.92,86.12,443.54
1097,18.83,47.83,1005.58,77.07,454.23
1098,12.32,43.69,1016.26,83.18,471.6
1099,25.15,68.51,1013.25,72.31,440.96
1100,17.06,52.9,1019.76,80.9,460.82
1101,23.68,49.02,1007.53,86.05,440.68
1102,11.95,39.82,1013.4,92.51,474.56
1103,25.39,58.79,1015.85,62.59,441.51
1104,11.52,40.8,1024.31,73.49,479.56
1105,19.69,56.65,1020.86,73.41,455.32
1106,26.1,74.16,1009.42,85.4,437.18
1107,27.44,74.9,1003.85,76.65,436.42
1108,27.35,66.05,1017.62,55.26,439.6
1109,25.7,69.45,1013.86,56.91,437.04
1110,24.54,58.66,1011.63,57.62,448.11
1111,14.87,41.23,997.39,82.06,465.01
1112,14.05,40.35,1011.52,66.21,475.54
1113,25.69,73.18,1012.64,86.35,432.82
1114,31.01,67.69,1005.06,46.16,426.64
1115,9.46,42.28,1008.67,78.16,481.95
1116,7.71,40.77,1021.93,87.04,482.19
1117,15.69,37.64,1016.0,83.88,462.18
1118,26.45,64.27,1013.23,60.92,444.9
1119,22.86,60.08,1017.2,67.11,452.34
1120,21.61,49.39,1019.41,78.2,449.26
1121,25.66,77.54,1008.22,78.42,432.82
1122,22.48,71.29,1008.15,75.41,444.71
1123,21.58,63.87,1015.27,63.15,451.88
1124,25.94,77.24,1007.97,84.82,432.88
1125,16.45,44.68,1018.6,85.14,462.66
1126,27.88,63.87,1017.79,40.0,443.24
1127,26.62,65.12,1016.0,43.24,441.22
1128,27.94,49.16,1004.22,35.46,436.75
1129,5.02,45.87,1007.8,99.22,481.03
1130,31.87,71.22,1006.16,45.66,437.0
1131,24.49,68.61,1010.56,64.03,447.57
1132,30.42,67.69,1006.23,54.19,430.9
1133,20.85,59.21,1012.9,75.97,444.44
1134,13.18,40.03,1017.75,82.29,470.88
1135,5.37,38.68,1017.76,76.48,487.07
1136,31.81,69.88,1007.94,55.91,432.6
1137,20.55,48.98,1016.1,63.89,452.52
1138,22.49,69.84,1006.78,73.76,437.57
1139,12.57,39.18,1023.09,77.28,471.87
1140,27.35,69.48,1008.51,65.81,432.31
1141,17.82,49.15,1020.73,70.25,457.35
1142,23.25,56.9,1006.82,76.37,442.76
1143,9.37,40.11,1024.94,75.03,471.13
1144,24.43,58.2,1017.18,46.84,444.89
1145,20.04,49.39,1020.62,78.84,449.63
1146,10.06,43.22,1014.1,85.7,473.0
1147,21.44,50.78,1008.87,87.56,443.3
1148,29.04,62.26,1010.63,56.6,433.97
1149,8.83,41.26,1023.04,86.08,478.87
1150,24.19,46.21,1010.79,62.04,440.87
1151,11.97,41.04,1026.42,70.75,468.81
1152,19.43,52.9,1017.16,67.41,458.46
1153,15.59,45.09,1013.41,91.97,457.54
1154,13.23,42.34,1018.02,97.49,462.21
1155,16.34,41.16,1006.36,75.52,462.56
1156,28.1,61.02,1011.28,59.05,437.5
1157,26.08,70.32,1012.32,89.0,434.24
1158,24.44,52.84,1006.39,49.05,440.2
1159,18.37,58.96,1015.5,67.79,460.25
1160,22.93,51.19,1009.3,82.8,443.57
1161,29.67,73.67,1006.48,64.98,429.28
1162,12.15,43.71,1025.78,93.69,472.59
1163,15.67,45.17,1018.73,94.74,462.09
1164,14.7,48.6,1006.91,85.65,460.63
1165,27.33,52.84,1005.88,56.16,438.97
1166,12.55,38.91,1012.58,75.44,474.35
1167,31.42,69.13,1009.34,57.16,425.98
1168,15.44,39.54,1007.49,82.14,469.28
1169,24.19,47.45,1008.26,64.25,446.3
1170,6.05,41.14,1027.69,86.93,481.02
1171,13.94,42.86,1012.35,88.78,471.64
1172,5.79,45.87,1010.23,95.41,480.97
1173,27.01,69.75,1009.78,81.29,442.57
1174,9.59,38.56,1017.01,60.1,481.3
1175,27.46,69.98,1013.28,63.73,435.36
1176,22.63,70.47,1008.0,82.27,441.92
1177,28.11,77.95,1009.38,72.81,432.98
1178,18.87,44.06,1013.42,68.78,451.4
1179,15.5,49.25,1021.41,77.92,453.99
1180,3.73,39.42,1024.4,82.42,488.58
1181,26.41,68.24,1010.6,77.79,428.52
1182,17.83,66.86,1011.65,77.31,456.56
1183,13.44,37.85,1009.78,99.13,469.89
1184,14.62,46.18,1014.75,96.81,462.26
1185,19.7,43.79,1015.93,47.39,464.41
1186,6.06,41.17,1019.67,84.7,489.62
1187,15.89,38.73,1001.45,74.37,465.76
1188,31.63,69.59,1008.66,61.81,436.89
1189,18.99,44.58,1018.29,54.71,468.35
1190,13.96,40.92,1022.65,73.08,460.95
1191,20.21,54.9,1016.82,66.56,454.23
1192,15.14,49.64,1023.78,75.0,463.58
1193,18.97,44.85,1014.86,46.31,466.17
1194,21.36,52.3,1007.95,79.38,448.13
1195,29.48,64.69,1006.44,64.46,435.09
1196,21.1,62.66,1011.19,83.49,448.8
1197,26.51,70.32,1010.3,57.4,431.82
1198,30.93,61.5,1009.81,41.46,437.35
1199,11.64,41.44,1016.4,73.18,478.99
1200,7.26,36.08,1021.47,83.15,483.58
1201,16.36,44.88,1018.34,76.0,468.53
1202,17.43,63.09,1019.87,92.77,449.36
1203,10.37,37.5,1013.19,79.25,473.1
1204,22.8,49.16,1006.4,77.05,439.65
1205,21.0,70.02,1010.22,95.11,447.29
